"contact_[0,5)","contact_[5,10)","contact_[10,15)","contact_[15,20)","contact_[20,25)","contact_[25,30)","contact_[30,35)","contact_[35,40)","contact_[40,45)","contact_[45,50)","contact_[50,55)","contact_[55,60)","contact_[60,65)","contact_[65,70)","contact_70+"
1.09630990532846,0.576957656687886,0.226512315413694,0.16966745316608,0.130690588586019,0.487859214336232,0.642443403462898,0.78928712078847,0.350933242712844,0.134476857750086,0.224573722243735,0.262872139603598,0.216847382907937,0.0713993032871495,0.158796460888922
0.588493257694227,1.38586340982101,0.679545269400542,0.217516812565638,0.0924337895226659,0.311150063557168,0.386015146224968,1.2376560877705,0.796370575823962,0.242129720641063,0.173537025794803,0.236182741790973,0.234897476419296,0.160195121027134,0.1963862330815
0.233820506364751,0.687719945925795,3.88743752647183,0.62776467723038,0.150317407479724,0.533708887110351,1.09669517724808,2.16546067798424,0.855398974126809,0.594072997928994,0.626094753570011,0.153478495377872,0.145297760815156,0.129111823542378,0.217412547140154
0.175908458070038,0.221097311259427,0.630513339432526,4.03693932510602,1.06443386219501,0.454697643534289,0.799653932859443,1.59998330498318,0.70281933300818,0.864911193613141,0.833164735266906,0.391035184270552,0.195466670964474,0.0680266752617451,0.234414871312514
0.131497722586214,0.0911815824970987,0.146518484223411,1.03300974500163,3.18530175819738,1.02797226897387,0.995277089352629,0.890762196444898,1.11639800782317,1.29858492696541,0.937006726416843,0.770643457947169,0.32373116378062,0.0774463241249442,0.307135655209626
0.489599655758747,0.306139194652397,0.518872016333596,0.440130144323967,1.02530735644051,1.76011718250037,1.14461275601334,0.902720010302234,1.0429966667418,0.993164979426577,0.791789710789874,0.859236802660829,0.482666487488321,0.191387916687948,0.450337135738906
0.665589692315092,0.392083447912352,1.10069468620816,0.79907144248376,1.0248063387191,1.18163597120083,1.45970312479161,1.43298412411058,1.1772698816383,1.36776326120593,0.976831873631084,1.2554044287699,0.735835891209585,0.218755257651304,0.479031961919331
0.7209685764744,1.10836742177132,1.91620003941514,1.40964121824849,0.808665993204904,0.82165177499944,1.26342941999435,1.69114940350576,1.48524640641369,1.36874672494172,0.718384413279194,0.834269063995739,0.762460466789442,0.169959491502641,0.621027526971612
0.315083575183515,0.701001440311843,0.744010737194354,0.608634790594868,0.996199663390028,0.933120184895327,1.02024758477895,1.45988432477953,1.82943674203194,1.69282555597981,1.12576651759393,1.12956530332678,0.760488010891079,0.232648687875132,0.705770650909397
0.120800762296079,0.213241963507437,0.516976923887575,0.749385799185251,1.15936066742602,0.888990106427859,1.18593624682029,1.34605837707192,1.69368668672118,1.91483762893397,1.52608251496783,1.32146906001794,0.725021743513073,0.333154235234512,1.12210070458034
0.212855247250579,0.161257537264166,0.574876705156189,0.761672230325472,0.882661562149338,0.747805552539055,0.893662495081639,0.745419937023141,1.18842696139719,1.6102055441392,1.3974670144796,1.2192037446709,0.835310675169821,0.27614233100901,0.759749561406214
0.254687419439722,0.224343526610521,0.144052131484339,0.365418548177766,0.74206596249886,0.829524488972874,1.17401832562814,0.884886872925781,1.21891387734657,1.42527218628352,1.24627475395837,1.64218513856616,0.880093626465801,0.316195681811481,0.819029198360274
0.218456034297953,0.232001429614026,0.141800579148569,0.189930361949683,0.324130912212078,0.484518556402575,0.715515612029371,0.840902940156436,0.853298489648339,0.813090280254281,0.88783542319447,0.915115272199403,1.05073283684041,0.482821977403743,0.77264201395205
0.108374148800315,0.238387489470904,0.189848409583667,0.0995916184823386,0.116831140819794,0.289467392320862,0.320492973058707,0.282420246955412,0.393306458186001,0.562930710197574,0.442220924959004,0.495364325647952,0.727459626749221,0.886712528243352,1.02722654963168
0.0781927445355561,0.0948067212674076,0.103709720739942,0.111332668035395,0.150307951805697,0.220961600741414,0.227676609733735,0.334776657159782,0.387068631639999,0.61508530407741,0.394703222883289,0.416257517206669,0.377654007499943,0.333242319042444,1.37522710264306
