"contact_[0,5)","contact_[5,10)","contact_[10,15)","contact_[15,20)","contact_[20,25)","contact_[25,30)","contact_[30,35)","contact_[35,40)","contact_[40,45)","contact_[45,50)","contact_[50,55)","contact_[55,60)","contact_[60,65)","contact_[65,70)","contact_70+"
1.41936099312998,0.481754380048319,0.160917756605259,0.164945391079418,0.38838621546149,0.473381389871721,0.733644070086668,0.572387416485473,0.331905364133205,0.241783700613037,0.343339316242628,0.194703453437495,0.163911814919278,0.0975319088657857,0.361681549944295
0.436613784635247,1.85851945270891,0.360386754710688,0.207050559956921,0.102051296209618,0.251085171063178,0.412585569100245,0.706261736595736,0.428755709594529,0.166866577152101,0.215719625879528,0.167403141084979,0.183991338092595,0.157610190503337,0.166452665974656
0.137934796610122,0.340852841935598,2.40877293896538,0.533526663462267,0.111749381134771,0.192135745065191,0.21925294333136,0.679641293007962,0.923270273745993,0.378333652598604,0.211116696466968,0.0899671575801383,0.106593524771566,0.145722002140379,0.146596593041009
0.126207046555888,0.174802668013945,0.476244176063693,3.02506336269696,0.781024088220147,0.195733568026709,0.0821637892105319,0.429254879697891,0.794244754574392,0.854061529048576,0.24669023949809,0.148272991202987,0.0699486843627153,0.0888202134344483,0.110973247835365
0.29247440661222,0.0847951114088209,0.0981746401597651,0.768679096000721,1.7256288495609,0.748007366547226,0.265729568138074,0.221898939289517,0.40101218171901,0.401521495472842,0.294868750315604,0.222891071764591,0.104147226592048,0.0863038954614675,0.0988486593542688
0.359656670520228,0.210487462366522,0.170300231537038,0.194356394240359,0.75467289680782,1.1026080884986,0.739046051206941,0.275835558106331,0.34328054171787,0.483448517085796,0.367864567664656,0.257645645733799,0.239140998769084,0.10298874592548,0.177517705292272
0.519745590128326,0.322513326106082,0.181209500944507,0.0760750843598055,0.24998918598421,0.689128106705168,0.841433216683058,0.743108147402881,0.472940938965963,0.310803425628338,0.386538308638625,0.276171102842169,0.216558291052027,0.196328047927092,0.26949646859891
0.305249316751873,0.415583723423741,0.422838487744502,0.29918267789169,0.157143270775241,0.19361452473206,0.559385550983302,1.13288670475337,0.667325616123976,0.34681062030187,0.241859267572437,0.209196744797839,0.193339915678591,0.192879470342746,0.186292319489397
0.169183465926326,0.241146960181396,0.549038285655324,0.529120493901088,0.271442065299252,0.230311643338707,0.340286840167132,0.637847443947672,0.895463218349135,0.622891979422978,0.308431714994839,0.193267564297403,0.183733019453083,0.253402747943863,0.322940689584191
0.138445045548944,0.105426062019077,0.252729246151522,0.639140207103376,0.30530585807564,0.364354125636226,0.251206454180004,0.37237298270001,0.699712271398019,0.899612994247474,0.570693332206862,0.30779179924424,0.142916723288531,0.138280423644099,0.22043255929611
0.225456476703844,0.156299311601619,0.161730485359374,0.211713097299992,0.25712474038282,0.317943680914464,0.358283095931613,0.297808636558685,0.397332930379342,0.654472764267989,0.879556270620728,0.450198863375725,0.261337747993219,0.179983763576249,0.266926885093067
0.14938662090718,0.141719587852635,0.0805289764696515,0.148681412839438,0.227094523277419,0.260185995628235,0.299096190591353,0.300973562272775,0.290906467103283,0.412424726748819,0.526021221429576,0.743879629533578,0.450386520572606,0.196163674464048,0.218528644965963
0.120503159431433,0.149249808092002,0.0914216654271214,0.0672085160422217,0.101674447942057,0.231401022822586,0.224728207945524,0.266529372299777,0.264991376123371,0.183493560117241,0.292584382723969,0.431554361087544,0.701941002852047,0.450074854530928,0.299167882884141
0.0670619052527343,0.119575357068387,0.116891901552383,0.0798173964065333,0.0788016845146837,0.0932055973782511,0.190548752741918,0.24868554670482,0.341819502148107,0.166050224387792,0.188461791247654,0.175796288748426,0.420945371608818,0.657211608312255,0.692564201443012
0.128010875459666,0.065003912469543,0.0605305360966344,0.051332851597197,0.0464587194568902,0.0826961419507088,0.134638166764499,0.123637677861999,0.2242330553032,0.136252932267844,0.143871129486301,0.100807033860195,0.144028124690902,0.356493313233425,0.849305745798813
